codigo_matricula_colaborador;nome_colaborador;tipo_contrato_trabalho;codigo_cargo_colaborador;data_nascimento_colaborador;nome_cidade_colaborador;numero_cpf_colaborador;endereco_email_colaborador;data_admissao_colaborador
926;Lucas Cirino;PJ;EST;30/05/1976;Duarte de Cavalcante;410.523.768-35;jade21@example.org;24/01/2022
927;Arthur Gabriel Aragão;CLT;ANF;09/12/1967;Sampaio;843.627.095-92;stephanypires@example.org;11/10/2020
928;Maria da Conceição;CLT;ADS;30/05/1981;Campos;956.741.380-01;thomas29@example.org;28/11/2018
929;João Gabriel Martins;CLT;EST;23/09/1997;Lima;512.964.387-91;julia26@example.net;01/12/2016
930;Davi Lucca Sampaio;CLT;CDD;08/06/1968;Cavalcante Alegre;143.268.095-15;da-pazjuliana@example.net;12/07/2010
931;Maria Isis Cardoso;PJ;AGC;30/12/1973;da Mata;576.042.938-83;nviana@example.com;15/08/2016
932;Gustavo Rezende;CLT;ANF;17/11/1997;Marques de Pinto;279.081.645-01;albuquerquemirella@example.org;10/07/2018
933;Alice Pimenta;PJ;EST;21/12/1972;Azevedo;281.564.397-91;da-paznoah@example.org;29/07/2023
934;Liam Gonçalves;CLT;EDD;14/01/1960;Pereira Grande;321.490.658-51;esther38@example.com;03/05/2017
935;Raul Moraes;CLT;AQA;18/09/1984;das Neves;592.641.378-82;hellena56@example.org;24/07/2015
936;Lucas Lima;CLT;AQA;10/11/1971;Melo da Mata;374.029.185-05;evelyn63@example.org;14/05/2010
937;Bernardo Casa Grande;CLT;ADD;21/01/1979;Gonçalves da Mata;204.381.967-40;hellenaleao@example.net;21/10/2022
938;Marcos Vinicius Cunha;CLT;EPC;01/05/1970;Lima das Flores;265.943.708-47;eloamacedo@example.com;10/01/2023
939;Ana Peixoto;PJ;SCM;04/09/1991;da Cruz;640.153.729-99;ana-sophiapires@example.net;11/12/2010
940;Letícia da Rosa;PJ;ADS;01/02/1989;Brito Verde;653.274.908-74;aurora31@example.org;07/10/2018
941;Bernardo da Costa;PJ;EST;11/07/1970;Vieira Grande;138.025.497-32;ana-vitorialopes@example.org;26/09/2023
942;Leonardo Pimenta;PJ;ADS;02/01/1973;Casa Grande da Praia;183.054.267-26;marianemarques@example.com;15/06/2012
943;Heitor Sales;CLT;CCY;10/05/1968;Montenegro;270.148.396-40;alexiaandrade@example.com;04/03/2013
944;Vitória Cavalcante;PJ;PDO;05/10/1979;Almeida;104.583.976-01;joao-miguel76@example.net;09/08/2014
945;Kamilly Rocha;PJ;CCY;10/10/1962;da Paz;839.401.275-23;camargodavi@example.org;30/12/2010
946;Vinicius Silveira;PJ;SCM;28/12/1988;Moreira;743.812.950-05;caldeiraana-liz@example.com;04/04/2022
947;José Pedro Monteiro;PJ;GRC;13/07/1983;Silveira;623.145.879-28;levi14@example.org;14/12/2015
948;Nicole Cunha;CLT;EPC;29/05/1996;Sousa;953.842.760-29;emanuellyborges@example.net;13/01/2013
949;Maria Liz Oliveira;PJ;GRC;20/07/1977;Ferreira;415.397.082-41;enrico39@example.org;29/05/2024
950;Amanda Duarte;CLT;ANF;22/05/1987;Teixeira;123.760.485-08;duarteanthony-gabriel@example.net;08/05/2023
951;Laura Borges;PJ;EDD;13/09/1997;Duarte;719.230.465-43;fernandesayla@example.com;10/12/2013
952;Maria Isis Fogaça;CLT;ANI;13/08/1973;Silveira Grande;780.215.643-26;camargoandre@example.net;16/10/2013
953;Maria Laura da Rosa;CLT;PDO;16/07/1965;Pereira;486.213.975-28;moraesmaria-luisa@example.com;16/05/2014
954;Dom Viana;PJ;SCM;06/03/1972;Siqueira Grande;075.891.246-30;cpeixoto@example.com;23/08/2011
955;Isabelly Martins;CLT;CCY;23/06/1997;da Rocha;528.341.796-46;kevinalmeida@example.net;20/12/2017
956;Otto Jesus;PJ;GRC;28/07/1975;Silveira;439.625.871-28;tandrade@example.net;01/04/2023
957;Melissa Costa;CLT;ANF;11/06/1988;da Costa;516.297.803-59;da-conceicaomaria-sophia@example.net;01/03/2019
958;Nicole Ramos;PJ;DUX;05/06/1999;Montenegro do Galho;341.598.076-66;luiz-felipe36@example.org;17/09/2016
959;Ryan Nunes;PJ;CDD;23/09/1973;Garcia;264.853.091-60;stellamendes@example.org;15/12/2015
960;Diego Pastor;CLT;AGC;12/07/1979;Barbosa;395.180.467-00;joao-guilherme26@example.org;25/08/2016
